14:12:09. INFO  manager.ApplicationManager - All tests starts in Chrome browser
14:12:33. INFO  manager.MyListener - The element with locator --->By.cssSelector: [placeholder='description']was found
14:12:33. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: .add_form__2rsm2 button
14:12:33. INFO  manager.MyListener - The element with locator --->By.cssSelector: .add_form__2rsm2 buttonwas found
14:12:33. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: .contact-item_card__2SOIM
14:12:34. INFO  manager.MyListener - The element with locator --->By.cssSelector: .contact-item_card__2SOIMwas found
14:12:34. INFO  tests.TestBase - The test 'Add new contact' ends with count of contact in the end --->24
14:12:36. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: h2
14:12:36. INFO  manager.MyListener - The element with locator --->By.cssSelector: h2was found
14:12:36. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: h3
14:12:36. INFO  manager.MyListener - The element with locator --->By.cssSelector: h3was found
14:12:36. INFO  manager.MyListener - Start search element by locator --->By.xpath: //button[text()='Sign Out']
14:12:36. INFO  manager.MyListener - The element with locator --->By.xpath: //button[text()='Sign Out']was found
14:12:36. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: .contact-item_card__2SOIM
14:12:36. INFO  manager.MyListener - The element with locator --->By.cssSelector: .contact-item_card__2SOIMwas found
14:12:36. INFO  tests.TestBase - The test 'Add new contact' starts with count of contact---->24
14:12:36. INFO  tests.TestBase - The test 'Add new contact' starts with data ---->Contact{name='Mona', lastName='Dow', email='mona@gmail.com', phone='3214598765', address='Haifa', description='friend'}
14:12:36. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: [href='/add']
14:12:36. INFO  manager.MyListener - The element with locator --->By.cssSelector: [href='/add']was found
14:12:36. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: [placeholder='Name']
14:12:36. INFO  manager.MyListener - The element with locator --->By.cssSelector: [placeholder='Name']was found
14:12:36. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: [placeholder='Last Name']
14:12:36. INFO  manager.MyListener - The element with locator --->By.cssSelector: [placeholder='Last Name']was found
14:12:36. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: [placeholder='Phone']
14:12:36. INFO  manager.MyListener - The element with locator --->By.cssSelector: [placeholder='Phone']was found
14:12:36. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: [placeholder='email']
14:12:37. INFO  manager.MyListener - The element with locator --->By.cssSelector: [placeholder='email']was found
14:12:37. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: [placeholder='Address']
14:12:37. INFO  manager.MyListener - The element with locator --->By.cssSelector: [placeholder='Address']was found
14:12:37. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: [placeholder='description']
14:12:37. INFO  manager.MyListener - The element with locator --->By.cssSelector: [placeholder='description']was found
14:12:37. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: .add_form__2rsm2 button
14:12:37. INFO  manager.MyListener - The element with locator --->By.cssSelector: .add_form__2rsm2 buttonwas found
14:12:37. INFO  manager.MyListener - Start search element by locator --->By.cssSelector: .contact-item_card__2SOIM
14:12:57. INFO  manager.MyListener - The element with locator --->By.cssSelector: .contact-item_card__2SOIMwas found
14:12:57. INFO  tests.TestBase - The test 'Add new contact' ends with count of contact in the end --->0
